"","number","c1","c2","c3","c4","c6","c7","c8","c10","c11","c12","c13","c14","c17","c18","c19","c20","c21","c22"
"2064",2064,-38.44840136,-4.573930663,-1.448979492,-2.073969726,-8.323872068,-23.57363378,-11.32382519,7.800875975,7.675877928,9.17585449,0.425991211,11.55081738,-10.07384472,-2.073969726,-0.198999023,9.17585449,14.92576464,-25.44860449
"2094",2094,-14.69877246,4.80092285,8.675862303,-2.69895996,0.05099707,-0.823989258,0.675987304,5.300915038,6.050903319,5.550911131,16.6757373,15.42575683,-0.948987304,-2.448963867,-0.198999023,21.30066503,14.8007666,-114.5722119
"2097",2097,-9.698850584,2.175963867,-8.323872068,-6.198905272,-17.94872168,-6.073907225,5.425913085,5.050918944,3.925936522,3.675940429,14.17577636,6.550895506,-2.573961913,-7.44888574,-0.074000977,25.80059472,18.67570605,-159.9465029
"2105",2105,7.17588574,10.30083691,-6.198905272,-4.198936522,14.92576464,-11.69881933,-0.948987304,20.42567871,6.925889647,1.425975586,28.92554589,23.42563183,8.925858396,-1.448979492,-0.074000977,7.925874022,29.92553027,-152.0716259
"2112",2112,30.17552636,16.42574121,-8.073875975,-16.07375097,18.8007041,-17.44872949,-17.19873339,27.67556542,25.55059863,3.675940429,29.80053222,11.92581152,9.550848631,3.925936522,-0.074000977,35.80043847,30.17552636,11.42581933
"2123",2123,-8.198874022,0.425991211,-0.698991211,-16.82373925,-17.07373535,-29.44854199,-22.69864746,2.42595996,1.675971679,-12.19881152,11.30082129,-20.19868652,-13.07379785,12.80079785,-0.32399707,-7.823879881,1.175979492,-19.57369628
"2164",2164,40.30036815,16.6757373,-5.698913085,0.550989258,41.92534276,7.17588574,4.925920897,30.80051659,14.8007666,16.17574511,60.92504588,43.30032128,16.42574121,3.175948241,-0.198999023,30.80051659,47.67525292,61.17504198
"2173",2173,27.30057128,7.300883787,-11.0738291,3.050950195,13.17579199,9.17585449,18.8007041,22.5506455,15.80075097,7.675877928,36.05043456,31.67550292,11.80081347,1.300977539,0.300993164,18.8007041,34.80045409,-66.94795604
"2189",2189,0.05099707,0.175995117,0.05099707,9.425850584,-16.9487373,0.675987304,26.550583,2.300961913,-6.073907225,-2.448963867,-0.198999023,-0.198999023,-0.823989258,-0.698991211,0.175995117,-20.82367675,0.675987304,-90.44758885
"2213",2213,39.30038378,28.05055956,15.92574902,27.05057519,37.05041894,32.55048925,20.30068066,3.425944335,7.425881834,0.675987304,24.17562011,33.92546777,29.92553027,1.175979492,0.05099707,40.17537011,28.05055956,-141.3217939
"2214",2214,41.05035644,30.05052831,14.5507705,24.30061816,50.3002119,28.4255537,22.05065332,4.050934569,5.550911131,0.925983398,18.92570214,36.17543261,30.30052441,3.425944335,0.175995117,36.55042675,28.30055566,-177.5712275
"2225",2225,23.30063378,8.050872068,-3.823942382,7.550879881,5.050918944,20.92567089,27.05057519,-15.19876464,-14.57377441,-0.074000977,-3.323950195,-0.198999023,3.925936522,-8.698866209,0.05099707,6.300899413,-5.198920897,340.4206786
"2226",2226,24.42561621,5.800907225,-3.198952148,7.300883787,12.6757998,19.55069238,24.30061816,-17.07373535,-14.8237705,-1.448979492,-0.198999023,-8.198874022,1.675971679,-10.19884277,-0.198999023,13.17579199,-3.323950195,748.2893055
"2233",2233,33.92546777,19.05070019,1.050981445,3.800938476,8.300868162,-2.823958007,1.050981445,-5.573915038,-12.07381347,-5.323918944,11.92581152,0.925983398,19.30069628,-1.698975586,-0.074000977,13.42578808,1.175979492,-1129.931346
"2257",2257,54.42514745,27.30057128,6.675893553,-4.323934569,21.92565527,4.42592871,1.925967773,2.550958007,-7.573883787,-4.573930663,26.17558886,6.925889647,27.67556542,3.050950195,-0.074000977,15.67575293,12.42580371,257.5469736
"2301",2301,20.55067675,-1.948971679,-4.948924804,2.175963867,1.550973632,-0.32399707,21.42566308,-8.948862303,-16.19874902,-0.448995117,-3.073954101,-3.448948241,3.800938476,-11.32382519,-0.32399707,5.550911131,-6.448901366,-98.3224658
"2328",2328,-12.32380957,-13.94878418,8.925858396,-1.073985351,-25.69860058,-4.948924804,-9.823848631,-25.32360644,-0.823989258,3.800938476,-6.823895506,-16.32374707,-2.573961913,6.550895506,-0.074000977,-27.19857714,-30.07353222,-76.82280174
"2340",2340,14.17577636,8.425866209,18.67570605,14.42577246,-0.074000977,1.425975586,6.300899413,-15.82375488,6.300899413,-3.948940429,7.800875975,13.42578808,3.050950195,15.80075097,-0.074000977,-9.823848631,-6.073907225,-46.94826854
"2341",2341,12.6757998,8.300868162,14.5507705,13.67578418,-2.198967773,-0.074000977,9.17585449,3.675940429,7.425881834,-0.823989258,6.175901366,8.925858396,3.425944335,15.42575683,-0.074000977,-18.07371972,-8.823864256,75.67481541
"2387",2387,4.80092285,-15.69875683,-4.073938476,-6.698897459,18.92570214,-1.573977539,-3.698944335,-14.69877246,-5.823911131,5.425913085,-3.323950195,8.925858396,-10.57383691,-2.69895996,-0.074000977,-11.44882324,-7.0738916,200.6728623
"2390",2390,10.8008291,-14.44877636,3.050950195,-2.69895996,-1.573977539,10.67583105,2.550958007,-30.8235205,-7.198889647,5.425913085,2.550958007,13.80078222,-10.44883886,-0.32399707,-0.074000977,1.925967773,9.050856443,182.2981494
"2404",2404,41.42535058,-1.698975586,2.675956054,7.425881834,30.80051659,25.42560058,2.675956054,3.425944335,0.05099707,3.800938476,30.67551855,16.05074707,9.925842771,-7.0738916,-0.32399707,16.30074316,22.30064941,-9.198858396
"2414",2414,48.30024315,5.175916991,1.050981445,10.92582715,25.30060253,15.17576074,8.175870115,22.92563964,-1.698975586,-0.074000977,33.92546777,20.05068457,16.92573339,-5.198920897,0.425991211,19.80068847,18.30071191,-58.19809276
"2430",2430,0.550989258,-1.198983398,21.67565917,20.17568261,-7.823879881,3.175948241,-4.323934569,-4.448932616,-10.69883496,-8.448870115,-1.323981445,8.800860349,-22.07365722,-0.198999023,-0.074000977,-15.19876464,-14.07378222,-113.5722275
"2444",2444,8.550864256,9.675846677,17.80071972,-0.823989258,0.550989258,-18.32371582,-19.69869433,1.050981445,-1.573977539,6.425897459,7.17588574,11.42581933,2.675956054,12.05080957,-0.198999023,-12.07381347,-0.198999023,-135.8218799
"2461",2461,56.67511229,38.17540136,10.17583886,10.17583886,33.30047753,21.67565917,-1.198983398,33.67547167,8.175870115,6.050903319,35.42544433,27.92556152,31.67550292,2.675956054,-0.074000977,29.05054394,31.42550683,-470.9416434
"2465",2465,52.92517089,35.55044237,20.6756748,17.17572949,35.05045019,29.55053613,11.92581152,41.80034472,16.17574511,9.550848631,41.17535448,42.92532714,25.67559667,5.425913085,0.05099707,31.67550292,37.80040722,100.1744326
"2470",2470,13.42578808,-1.573977539,6.925889647,-1.323981445,8.300868162,16.30074316,-5.07392285,6.175901366,-7.573883787,-3.073954101,20.92567089,14.30077441,-13.69878808,-6.573899413,-0.32399707,26.17558886,23.05063769,35.67544042
"2491",2491,23.80062597,27.05057519,16.55073925,9.17585449,8.425866209,-3.948940429,0.675987304,33.92546777,5.925905272,-2.823958007,7.300883787,-6.948893553,24.6756123,25.17560449,0.05099707,-2.573961913,-7.323887694,217.4226005
"2492",2492,16.6757373,21.30066503,11.67581543,7.300883787,-28.6985537,-8.073875975,-3.573946288,29.30054003,5.550911131,-1.823973632,2.675956054,-5.448916991,19.17569824,21.92565527,-0.074000977,-10.19884277,-10.94883105,289.1714794
"2497",2497,3.425944335,-2.948956054,-5.948909178,-2.948956054,-22.19865527,-26.07359472,-26.69858495,20.30068066,6.300899413,3.925936522,5.550911131,5.300915038,3.175948241,12.30080566,-0.32399707,-14.8237705,-12.57380566,215.5476298
"2573",2573,-17.69872558,-10.44883886,-13.57379004,0.425991211,-12.07381347,-3.323950195,15.80075097,26.17558886,2.05096582,3.425944335,2.925952148,3.675940429,-11.57382129,-15.32376269,0.300993164,-5.07392285,-0.573993164,-91.07257908
"2599",2599,-25.57360253,-2.448963867,-5.448916991,1.425975586,-12.32380957,-9.323856443,12.9257959,25.92559277,9.800844724,2.800954101,-9.573852537,-11.44882324,1.675971679,-1.698975586,0.175995117,-19.57369628,-16.9487373,257.2969775
"2605",2605,-6.823895506,-3.198952148,0.425991211,7.425881834,12.05080957,-1.573977539,17.55072363,21.67565917,5.550911131,6.300899413,-3.073954101,3.800938476,11.30082129,-5.198920897,-0.074000977,-2.948956054,-10.82383301,348.2955556
"2683",2683,-26.44858886,-16.82373925,-11.69881933,-14.57377441,-21.19867089,-28.57355566,-14.44877636,15.92574902,21.80065722,3.675940429,-0.823989258,1.675971679,6.8008916,11.30082129,-0.074000977,-12.9487998,-6.698897459,-1082.557087
"2696",2696,-30.32352831,-14.07378222,-5.198920897,-12.32380957,-22.44865136,-17.07373535,-2.948956054,0.800985351,14.8007666,0.05099707,-18.69870996,-19.57369628,10.30083691,11.67581543,-0.074000977,-16.44874511,-11.94881543,88.1746201
"2700",2700,-39.69838183,-22.19865527,-5.323918944,-6.698897459,-22.32365332,-13.07379785,10.05084082,-2.823958007,5.175916991,-3.073954101,-12.9487998,-6.448901366,-3.448948241,19.17569824,0.05099707,-17.19873339,-10.44883886,131.9239365
"2714",2714,-12.07381347,-3.323950195,10.05084082,7.675877928,18.8007041,15.55075488,6.175901366,10.55083301,20.17568261,3.425944335,8.050872068,-0.074000977,7.925874022,19.80068847,0.425991211,3.050950195,4.80092285,312.6711122
"2723",2723,16.05074707,2.550958007,2.300961913,6.300899413,-12.32380957,6.550895506,12.6757998,19.05070019,17.17572949,11.30082129,12.17580761,5.925905272,20.30068066,2.42595996,-0.448995117,17.55072363,7.800875975,220.5475517
"2727",2727,17.05073144,5.050918944,-2.573961913,3.675940429,35.30044628,4.42592871,15.17576074,10.05084082,10.8008291,10.30083691,9.550848631,-8.448870115,13.05079394,0.175995117,-0.074000977,17.67572168,9.550848631,172.9232959
"2730",2730,15.55075488,2.300961913,-2.948956054,5.675909178,10.8008291,0.175995117,22.42564746,0.800985351,11.55081738,10.17583886,7.800875975,8.175870115,7.800875975,1.300977539,-0.074000977,11.30082129,13.55078613,107.1743232
"2734",2734,1.175979492,-9.948846677,-7.323887694,5.800907225,5.800907225,-2.448963867,16.42574121,-10.57383691,1.300977539,10.05084082,2.300961913,12.9257959,-15.19876464,-10.07384472,0.175995117,3.550942382,15.92574902,-74.5728369
"2749",2749,-5.823911131,-4.69892871,-10.44883886,7.675877928,-4.823926757,1.300977539,11.05082519,-24.82361425,-17.32373144,-2.573961913,-26.57358691,-8.198874022,0.425991211,-10.19884277,0.175995117,-15.0737666,-7.198889647,-69.32291893
"2832",2832,-60.19806151,-5.948909178,4.300930663,6.8008916,21.80065722,28.80054784,1.425975586,-5.448916991,2.550958007,-0.32399707,-9.073860349,19.80068847,-20.44868261,-4.323934569,0.175995117,31.30050878,32.17549511,330.0458407
"2847",2847,-74.5728369,-27.32357519,-5.948909178,-7.573883787,7.925874022,-4.198936522,-16.32374707,-24.32362206,-1.573977539,5.175916991,-27.44857324,-26.44858886,-28.6985537,-14.19878027,-0.32399707,2.675956054,-1.073985351,200.4228662
"2868",2868,-50.19821776,-16.32374707,-1.198983398,-2.69895996,5.050918944,-3.073954101,-22.07365722,-2.573961913,6.050903319,-3.698944335,4.300930663,1.425975586,-29.94853417,-1.573977539,0.05099707,4.675924804,2.550958007,-93.82253611
"2875",2875,-30.44852636,-7.323887694,-7.198889647,-7.0738916,-0.448995117,-8.448870115,-30.94851855,3.050950195,9.425850584,3.925936522,3.425944335,12.42580371,-7.573883787,-6.323903319,-0.074000977,4.925920897,4.925920897,-99.44744822
"2890",2890,-15.69875683,-20.82367675,-13.44879199,-5.448916991,-12.82380175,-18.07371972,-10.32384082,11.42581933,4.675924804,9.300852537,7.675877928,8.675862303,-4.69892871,-5.198920897,0.05099707,-3.323950195,0.425991211,8.675862303
"2892",2892,-22.32365332,-24.57361816,-21.19867089,-3.323950195,-0.823989258,-3.948940429,-5.948909178,16.05074707,7.800875975,9.550848631,9.925842771,7.300883787,-12.9487998,-11.44882324,0.175995117,-4.69892871,3.300946288,-46.69827245
"2917",2917,52.4251787,5.675909178,0.05099707,-5.07392285,-13.32379394,-2.69895996,-17.44872949,11.17582324,14.42577246,6.8008916,1.425975586,-17.69872558,16.17574511,3.300946288,-0.074000977,-37.82341112,-31.82350488,-1249.304481
"2934",2934,41.67534667,20.6756748,4.80092285,-3.073954101,-20.44868261,-12.57380566,-13.82378613,25.05060644,12.55080175,3.675940429,18.92570214,6.675893553,16.55073925,5.550911131,0.175995117,-24.44862011,-7.698881834,128.048997
"2938",2938,38.67539355,13.67578418,-1.948971679,0.300993164,-9.948846677,-0.573993164,1.550973632,14.67576855,2.42595996,0.675987304,19.17569824,-3.573946288,10.67583105,-1.573977539,-0.32399707,-8.448870115,-1.323981445,196.4229287
"2944",2944,53.42516307,25.55059863,2.300961913,-0.32399707,8.550864256,12.55080175,23.17563574,18.30071191,-6.198905272,-4.823926757,15.17576074,-13.32379394,17.92571777,-1.948971679,-0.198999023,19.80068847,10.30083691,297.0463564
"2952",2952,33.17547948,12.80079785,7.925874022,7.17588574,18.05071582,18.8007041,8.800860349,2.300961913,-8.698866209,-0.823989258,-4.198936522,-19.82369238,7.550879881,-2.198967773,-0.074000977,2.925952148,-17.07373535,364.7952978
"2955",2955,24.6756123,4.175932616,2.675956054,1.050981445,-26.823583,23.05063769,9.925842771,5.675909178,-8.698866209,2.05096582,-13.57379004,-27.82356738,7.550879881,-2.573961913,0.175995117,-7.573883787,-20.57368066,277.0466689
"2963",2963,28.80054784,19.92568652,8.800860349,0.675987304,20.05068457,20.6756748,4.42592871,11.80081347,5.675909178,2.675956054,-0.074000977,2.300961913,17.92571777,2.300961913,0.05099707,1.300977539,-4.198936522,161.7984697
"2967",2967,37.17541698,30.5505205,11.42581933,-1.198983398,5.175916991,10.30083691,1.050981445,22.05065332,11.17582324,0.550989258,7.675877928,1.550973632,29.17554199,12.17580761,0.05099707,15.17576074,5.175916991,6.425897459
"3002",3002,2.300961913,-1.448979492,-0.698991211,3.050950195,-7.44888574,-10.57383691,2.175963867,-10.57383691,-9.698850584,-5.323918944,-22.8236455,-32.57349316,-4.823926757,-2.073969726,0.05099707,-16.32374707,-30.32352831,-18.823708
"3008",3008,5.675909178,3.300946288,6.300899413,8.925858396,10.8008291,11.42581933,13.80078222,-1.448979492,-6.448901366,-0.823989258,-14.32377832,-13.44879199,0.05099707,7.300883787,-0.074000977,0.925983398,-20.69867871,-78.69777244
"3029",3029,9.050856443,12.80079785,4.42592871,-6.323903319,-3.073954101,6.175901366,2.925952148,0.925983398,6.175901366,-5.698913085,-8.073875975,-3.948940429,5.550911131,5.300915038,-0.074000977,1.175979492,-14.69877246,-28.19856152
"3033",3033,4.550926757,-5.948909178,-1.823973632,-5.948909178,-14.94876855,-8.698866209,5.300915038,-15.19876464,5.675909178,-9.323856443,-17.82372363,-8.573868162,-7.323887694,3.925936522,-0.074000977,-8.573868162,-11.57382129,-1095.681882
"3034",3034,2.05096582,-9.073860349,-2.32396582,-6.573899413,-16.07375097,-9.323856443,7.050887694,-13.57379004,3.800938476,-7.823879881,-17.07373535,-24.57361816,-6.948893553,5.550911131,0.05099707,-7.948877928,-13.32379394,-933.8094109
"3075",3075,19.55069238,14.05077832,8.675862303,11.30082129,19.92568652,17.05073144,7.550879881,15.30075879,18.05071582,5.300915038,12.55080175,16.30074316,21.30066503,14.92576464,-0.074000977,20.30068066,20.6756748,217.6725966
"3093",3093,6.425897459,4.175932616,12.17580761,9.300852537,22.17565136,12.42580371,-0.823989258,14.5507705,23.80062597,0.800985351,18.550708,15.80075097,4.925920897,4.42592871,0.175995117,17.67572168,14.8007666,22.5506455
"3126",3126,0.800985351,-6.073907225,1.675971679,-2.448963867,13.17579199,10.05084082,-4.823926757,-17.44872949,-3.198952148,-2.32396582,-0.32399707,11.55081738,-10.44883886,-7.823879881,-0.074000977,12.05080957,12.80079785,-103.9473779
"3143",3143,-18.823708,-22.07365722,-4.948924804,1.800969726,4.675924804,10.17583886,16.17574511,-22.32365332,-8.448870115,-4.69892871,-17.44872949,-11.94881543,-25.44860449,-10.44883886,-0.074000977,1.175979492,-12.69880371,-835.8109422
"3144",3144,-14.44877636,-25.57360253,-7.198889647,3.925936522,10.42583496,7.550879881,20.17568261,-23.0736416,-9.573852537,-4.948924804,-12.82380175,-8.948862303,-24.82361425,-12.69880371,-0.074000977,3.550942382,-5.198920897,-1095.931878
"3147",3147,2.300961913,-13.57379004,-4.073938476,0.175995117,2.42595996,4.050934569,14.17577636,-7.323887694,-2.073969726,-4.573930663,2.05096582,7.425881834,-12.44880761,-5.948909178,0.05099707,12.17580761,8.050872068,-681.4383543
"3175",3175,2.800954101,-3.823942382,0.300993164,-0.573993164,-9.573852537,-3.323950195,2.05096582,-21.82366113,-17.07373535,-6.323903319,-18.32371582,-18.19871777,-12.07381347,-20.57368066,-0.198999023,3.925936522,-13.57379004,210.7977041
"3178",3178,-3.198952148,-8.573868162,-1.448979492,1.175979492,-1.448979492,-7.44888574,9.17585449,-30.19853027,-25.69860058,-13.44879199,-24.82361425,-20.07368847,-11.57382129,-21.32366894,-0.198999023,-0.948987304,-14.57377441,273.0467314
"3183",3183,-3.073954101,-16.44874511,-15.32376269,-10.82383301,0.800985351,-17.44872949,-0.948987304,-24.32362206,-21.69866308,-9.198858396,-16.19874902,-17.69872558,-13.32379394,-23.0736416,0.175995117,1.300977539,-8.323872068,216.7976103
"3229",3229,8.800860349,-0.074000977,-3.948940429,1.300977539,9.050856443,13.05079394,5.925905272,-12.69880371,-16.9487373,-3.823942382,-1.948971679,6.050903319,1.050981445,-15.44876074,-0.074000977,7.550879881,1.550973632,-47.32326268
"3233",3233,8.300868162,4.925920897,-7.323887694,-2.448963867,14.92576464,7.050887694,-0.074000977,-2.573961913,-6.073907225,-2.073969726,-0.448995117,5.425913085,3.425944335,-5.948909178,0.175995117,2.550958007,-5.573915038,-87.82262986
"3245",3245,3.550942382,7.550879881,9.925842771,4.550926757,7.425881834,-1.198983398,-2.198967773,7.300883787,-0.573993164,-6.323903319,5.675909178,0.175995117,11.05082519,17.42572558,-0.074000977,-0.448995117,-0.074000977,-170.5713369
"3258",3258,-11.44882324,-5.573915038,-3.948940429,-12.82380175,3.300946288,-14.19878027,-11.82381738,0.925983398,7.675877928,-3.198952148,-0.823989258,-4.323934569,2.925952148,13.05079394,-0.074000977,-9.323856443,-3.823942382,-979.9336902
"3272",3272,-30.07353222,-16.07375097,1.300977539,-8.698866209,1.550973632,-12.69880371,-21.82366113,-24.57361816,-1.323981445,1.300977539,-8.823864256,3.175948241,-28.19856152,4.300930663,-0.074000977,-15.0737666,-8.073875975,79.17476072
"3288",3288,-9.823848631,3.425944335,10.92582715,3.550942382,-8.448870115,9.675846677,1.925967773,-22.07365722,-19.94869042,-11.69881933,-16.44874511,-17.57372753,-6.198905272,6.550895506,-0.074000977,-1.073985351,-6.823895506,304.2962431
"3302",3302,-20.44868261,-15.0737666,-12.19881152,-0.198999023,-6.198905272,-9.073860349,-16.9487373,-18.823708,-19.32370019,1.550973632,-14.8237705,-8.198874022,-13.07379785,-0.573993164,0.05099707,-9.073860349,-7.44888574,131.9239365
"3309",3309,-0.074000977,-1.448979492,-2.32396582,0.175995117,-9.698850584,4.300930663,-9.573852537,-7.44888574,-5.198920897,1.050981445,4.050934569,13.80078222,-0.448995117,7.550879881,-0.074000977,6.425897459,16.6757373,-22.8236455
